"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","Comparison","Direction"
"query_1",TRUE,2.38193542932725e-08,437,16,8,0.5,0.0183066361556064,"GO:0001216","GO:MF","DNA-binding transcription activator activity",20208,169,"GO:0003700","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,2.38193542932725e-08,431,16,8,0.5,0.0185614849187935,"GO:0001228","GO:MF","DNA-binding transcription activator activity, RNA polymerase II-specific",20208,175,"GO:0000981;GO:0001216","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,1.61647566633794e-05,1105,16,8,0.5,0.00723981900452489,"GO:0000978","GO:MF","RNA polymerase II cis-regulatory region sequence-specific DNA binding",20208,115,"GO:0000977;GO:0000987","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,1.61647566633794e-05,1605,16,9,0.5625,0.00560747663551402,"GO:0043565","GO:MF","sequence-specific DNA binding",20208,5209,"GO:0003677","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,1.61647566633794e-05,1131,16,8,0.5,0.00707338638373121,"GO:0000987","GO:MF","cis-regulatory region sequence-specific DNA binding",20208,118,"GO:0000976","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,3.36967435631003e-05,1310,16,8,0.5,0.00610687022900763,"GO:0000977","GO:MF","RNA polymerase II transcription regulatory region sequence-specific DNA binding",20208,114,"GO:0000976","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,3.36967435631003e-05,1309,16,8,0.5,0.00611153552330023,"GO:0000981","GO:MF","DNA-binding transcription factor activity, RNA polymerase II-specific",20208,117,"GO:0003700","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,4.18782434444759e-05,1413,16,8,0.5,0.0056617126680821,"GO:0000976","GO:MF","transcription cis-regulatory region binding",20208,113,"GO:0001067;GO:1990837","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,4.18782434444759e-05,1414,16,8,0.5,0.00565770862800566,"GO:0001067","GO:MF","transcription regulatory region nucleic acid binding",20208,141,"GO:0003676","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,4.18782434444759e-05,1395,16,8,0.5,0.00573476702508961,"GO:0003700","GO:MF","DNA-binding transcription factor activity",20208,326,"GO:0140110","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,5.5471596692132e-05,1487,16,8,0.5,0.00537995965030262,"GO:1990837","GO:MF","sequence-specific double-stranded DNA binding",20208,10064,"GO:0003690;GO:0043565","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,8.13856964667159e-05,1584,16,8,0.5,0.00505050505050505,"GO:0003690","GO:MF","double-stranded DNA binding",20208,320,"GO:0003677","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.000273291042298642,1907,16,8,0.5,0.00419507079181961,"GO:0140110","GO:MF","transcription regulator activity",20208,9201,"GO:0003674","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.000273291042298642,2540,16,9,0.5625,0.00354330708661417,"GO:0003677","GO:MF","DNA binding",20208,312,"GO:0003676","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.000472004510321099,597,16,5,0.3125,0.00837520938023451,"GO:0008134","GO:MF","transcription factor binding",20208,1534,"GO:0005515","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.000783720359941182,346,16,4,0.25,0.0115606936416185,"GO:0061629","GO:MF","RNA polymerase II-specific DNA-binding transcription factor binding",20208,7704,"GO:0140297","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.00106678590253529,26,16,2,0.125,0.0769230769230769,"GO:0070412","GO:MF","R-SMAD binding",20208,7927,"GO:0046332","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.00252875074477223,485,16,4,0.25,0.00824742268041237,"GO:0140297","GO:MF","DNA-binding transcription factor binding",20208,9258,"GO:0008134","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.00478350858893934,58,16,2,0.125,0.0344827586206897,"GO:0140313","GO:MF","molecular sequestering activity",20208,9267,"GO:0003674","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.00838843997417215,79,16,2,0.125,0.0253164556962025,"GO:0046332","GO:MF","SMAD binding",20208,5554,"GO:0005515","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0138563561350866,107,16,2,0.125,0.0186915887850467,"GO:0008013","GO:MF","beta-catenin binding",20208,1485,"GO:0005515","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0138563561350866,4,16,1,0.0625,0.25,"GO:0071074","GO:MF","eukaryotic initiation factor eIF2 binding",20208,8021,"GO:0031369","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0152635460459037,115,16,2,0.125,0.0173913043478261,"GO:0001221","GO:MF","transcription coregulator binding",20208,171,"GO:0008134","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0158118193868582,5,16,1,0.0625,0.2,"GO:0071558","GO:MF","histone H3K27me2/H3K27me3 demethylase activity",20208,8040,"GO:0016706;GO:0141052","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0336443953605164,12,16,1,0.0625,0.0833333333333333,"GO:0035259","GO:MF","nuclear glucocorticoid receptor binding",20208,4746,"GO:0016922","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0336443953605164,15082,16,16,1,0.00106086725898422,"GO:0005515","GO:MF","protein binding",20208,1455,"GO:0005488","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0336443953605164,12,16,1,0.0625,0.0833333333333333,"GO:0035497","GO:MF","cAMP response element binding",20208,4780,"GO:0000978","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0417035547624756,16,16,1,0.0625,0.0625,"GO:0046965","GO:MF","nuclear retinoid X receptor binding",20208,5656,"GO:0042974","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
"query_1",TRUE,0.0417035547624756,5437,16,9,0.5625,0.00165532462755196,"GO:0003676","GO:MF","nucleic acid binding",20208,311,"GO:0005488","NK_cells_SNMG_Pre_vs_SNMG_Post","Up"
