"Gene","CellType_Frequency","Comparison_Frequency","Mean_Log2FC","Median_Log2FC","Mean_Abs_Log2FC","Max_Abs_Log2FC","Min_Adjusted_P","Median_Adjusted_P","Category"
"USP28",1,1,-0.593875991551996,-0.593875991551996,0.593875991551996,0.593875991551996,0.0387061828069488,0.0387061828069488,"Cell-type-specific"
"NFKBID",1,1,0.593112324877033,0.593112324877033,0.593112324877033,0.593112324877033,0.0363953398480331,0.0363953398480331,"Cell-type-specific"
"SMARCB1",1,1,-0.590133086049087,-0.590133086049087,0.590133086049087,0.590133086049087,0.0013242177572985,0.0013242177572985,"Cell-type-specific"
"FOXP1",1,1,0.587405781275423,0.587405781275423,0.587405781275423,0.587405781275423,0.000000000285866062135883,0.000000000285866062135883,"Cell-type-specific"
"GCLC",1,1,-0.585525285184888,-0.585525285184888,0.585525285184888,0.585525285184888,0.00133349663449725,0.00133349663449725,"Cell-type-specific"
"KMT2E",1,1,0.584819149358583,0.584819149358583,0.584819149358583,0.584819149358583,0.00000084925795942495,0.00000084925795942495,"Cell-type-specific"
"HMGB1",1,1,0.581693851772167,0.581693851772167,0.581693851772167,0.581693851772167,0.0020390745633396,0.0020390745633396,"Cell-type-specific"
"FAM107B",1,1,0.580979189125871,0.580979189125871,0.580979189125871,0.580979189125871,0.00122703714050326,0.00122703714050326,"Cell-type-specific"
"KLF2",1,2,-0.0385504487626795,-0.0385504487626795,0.580235327803744,0.618785776566423,0.00113918256421559,0.00434644701514591,"Cell-type-specific"
"MEF2C",1,1,0.577723809358074,0.577723809358074,0.577723809358074,0.577723809358074,0.000000000151281895170292,0.000000000151281895170292,"Cell-type-specific"
"CCDC32",1,1,-0.5766897115945,-0.5766897115945,0.5766897115945,0.5766897115945,0.00882609557472074,0.00882609557472074,"Cell-type-specific"
"SYNRG",1,1,-0.576466054777403,-0.576466054777403,0.576466054777403,0.576466054777403,0.0190844718710839,0.0190844718710839,"Cell-type-specific"
"SMDT1",1,1,0.575504464506269,0.575504464506269,0.575504464506269,0.575504464506269,0.0000000563599616235208,0.0000000563599616235208,"Cell-type-specific"
"SIRT1",1,1,-0.574212823345492,-0.574212823345492,0.574212823345492,0.574212823345492,0.0356618952009652,0.0356618952009652,"Cell-type-specific"
"CARS",1,1,-0.574004667698908,-0.574004667698908,0.574004667698908,0.574004667698908,0.0113524046800476,0.0113524046800476,"Cell-type-specific"
"NUFIP2",1,1,-0.573555959660299,-0.573555959660299,0.573555959660299,0.573555959660299,0.016560257418601,0.016560257418601,"Cell-type-specific"
"HSPD1",1,1,-0.571936124509598,-0.571936124509598,0.571936124509598,0.571936124509598,0.0127780070352922,0.0127780070352922,"Cell-type-specific"
"HLA-DMA",1,1,0.571774164425128,0.571774164425128,0.571774164425128,0.571774164425128,0.00000000342937731501644,0.00000000342937731501644,"Cell-type-specific"
"FEZ2",1,1,-0.571005246242929,-0.571005246242929,0.571005246242929,0.571005246242929,0.0000460725916312744,0.0000460725916312744,"Cell-type-specific"
"KLRK1",1,1,-0.569716644749715,-0.569716644749715,0.569716644749715,0.569716644749715,0.00000000132250063881219,0.00000000132250063881219,"Cell-type-specific"
"SRSF10",1,1,0.568785363327027,0.568785363327027,0.568785363327027,0.568785363327027,0.0128835679765042,0.0128835679765042,"Cell-type-specific"
"AFF3",1,1,0.5664599339393,0.5664599339393,0.5664599339393,0.5664599339393,0.000000221615472436615,0.000000221615472436615,"Cell-type-specific"
"ETS2",1,1,-0.565526260779033,-0.565526260779033,0.565526260779033,0.565526260779033,0.00921864035330089,0.00921864035330089,"Cell-type-specific"
"TMBIM6",1,1,-0.561554977616498,-0.561554977616498,0.561554977616498,0.561554977616498,0.00000000218404321551223,0.00000000218404321551223,"Cell-type-specific"
"TXNDC5",1,1,-0.561535868043821,-0.561535868043821,0.561535868043821,0.561535868043821,0.0155342034663008,0.0155342034663008,"Cell-type-specific"
"FCRLA",1,1,-0.560718384837563,-0.560718384837563,0.560718384837563,0.560718384837563,0.00624087777252988,0.00624087777252988,"Cell-type-specific"
"NDFIP1",1,1,-0.557614490027871,-0.557614490027871,0.557614490027871,0.557614490027871,0.000260063364209228,0.000260063364209228,"Cell-type-specific"
"OSBPL10",1,1,-0.556302156552301,-0.556302156552301,0.556302156552301,0.556302156552301,0.0100207620839084,0.0100207620839084,"Cell-type-specific"
"PSTPIP1",1,1,-0.555930775550008,-0.555930775550008,0.555930775550008,0.555930775550008,0.0419606232716617,0.0419606232716617,"Cell-type-specific"
"CD79B",1,1,-0.554887970706911,-0.554887970706911,0.554887970706911,0.554887970706911,0.0000000000000000000929559800702371,0.0000000000000000000929559800702371,"Cell-type-specific"
"SLC9A3R1",1,1,0.553210444324205,0.553210444324205,0.553210444324205,0.553210444324205,0.0117181307049929,0.0117181307049929,"Cell-type-specific"
"LINC00926",1,1,0.551397707093167,0.551397707093167,0.551397707093167,0.551397707093167,0.0000131673138809839,0.0000131673138809839,"Cell-type-specific"
"CKLF",1,1,0.55014691862416,0.55014691862416,0.55014691862416,0.55014691862416,0.00166452840991751,0.00166452840991751,"Cell-type-specific"
"APAF1",1,1,-0.548826161196855,-0.548826161196855,0.548826161196855,0.548826161196855,0.00114614718888209,0.00114614718888209,"Cell-type-specific"
"CD300A",1,1,-0.548658920378592,-0.548658920378592,0.548658920378592,0.548658920378592,0.0000111902444161967,0.0000111902444161967,"Cell-type-specific"
"SELENOK",1,2,0.547706043949478,0.547706043949478,0.547706043949478,0.55836885249103,0.0000107683779474761,0.0003058036151976,"Cell-type-specific"
"GPR183",1,1,-0.54767159471746,-0.54767159471746,0.54767159471746,0.54767159471746,0.00175810258097466,0.00175810258097466,"Cell-type-specific"
"ARHGAP45",1,1,-0.54628700205792,-0.54628700205792,0.54628700205792,0.54628700205792,0.0315121644497112,0.0315121644497112,"Cell-type-specific"
"ISCA2",1,1,-0.545519685141296,-0.545519685141296,0.545519685141296,0.545519685141296,0.0143968801907526,0.0143968801907526,"Cell-type-specific"
"EMB",1,1,-0.544769961123667,-0.544769961123667,0.544769961123667,0.544769961123667,0.00188399435803492,0.00188399435803492,"Cell-type-specific"
"SP110",1,1,0.54425340937491,0.54425340937491,0.54425340937491,0.54425340937491,0.00178752433525481,0.00178752433525481,"Cell-type-specific"
"NCOR1",1,1,-0.543822644982354,-0.543822644982354,0.543822644982354,0.543822644982354,0.00668289615954388,0.00668289615954388,"Cell-type-specific"
"RSBN1L",1,1,-0.543465170602416,-0.543465170602416,0.543465170602416,0.543465170602416,0.00332858071436408,0.00332858071436408,"Cell-type-specific"
"BAZ1A",1,1,-0.542544771567948,-0.542544771567948,0.542544771567948,0.542544771567948,0.00000000836616135477128,0.00000000836616135477128,"Cell-type-specific"
"RAC2",1,1,-0.541733487243951,-0.541733487243951,0.541733487243951,0.541733487243951,0.00000000204291929004584,0.00000000204291929004584,"Cell-type-specific"
"UNC50",1,1,-0.540592300905697,-0.540592300905697,0.540592300905697,0.540592300905697,0.0018022565442531,0.0018022565442531,"Cell-type-specific"
"POU2AF1",1,1,-0.538995710068916,-0.538995710068916,0.538995710068916,0.538995710068916,0.012208149420466,0.012208149420466,"Cell-type-specific"
"GAPDH",1,1,-0.538773538007528,-0.538773538007528,0.538773538007528,0.538773538007528,0.0000256041199159892,0.0000256041199159892,"Cell-type-specific"
"TYMP",1,1,0.537152798906357,0.537152798906357,0.537152798906357,0.537152798906357,0.0439430202516512,0.0439430202516512,"Cell-type-specific"
"HSPE1",1,1,-0.535379649134947,-0.535379649134947,0.535379649134947,0.535379649134947,0.00000208993032121195,0.00000208993032121195,"Cell-type-specific"
"PLEKHF2",1,1,-0.533579421346458,-0.533579421346458,0.533579421346458,0.533579421346458,0.000120928021771506,0.000120928021771506,"Cell-type-specific"
"DEGS1",1,1,-0.532667110841221,-0.532667110841221,0.532667110841221,0.532667110841221,0.00000342099639178746,0.00000342099639178746,"Cell-type-specific"
"HLA-DQB1",1,1,0.531999107522971,0.531999107522971,0.531999107522971,0.531999107522971,0.00000000000000173684727282352,0.00000000000000173684727282352,"Cell-type-specific"
"PLCG2",1,1,0.530546620903132,0.530546620903132,0.530546620903132,0.530546620903132,0.0370036925057518,0.0370036925057518,"Cell-type-specific"
"NIBAN1",1,1,-0.526098508032694,-0.526098508032694,0.526098508032694,0.526098508032694,0.0396294471271101,0.0396294471271101,"Cell-type-specific"
"LCP2",1,1,-0.525060297637394,-0.525060297637394,0.525060297637394,0.525060297637394,0.000965041035219383,0.000965041035219383,"Cell-type-specific"
"TKT",1,1,-0.524702569383347,-0.524702569383347,0.524702569383347,0.524702569383347,0.0208370627708718,0.0208370627708718,"Cell-type-specific"
"NAGK",1,1,-0.523821292378434,-0.523821292378434,0.523821292378434,0.523821292378434,0.0000000000716980727929833,0.0000000000716980727929833,"Cell-type-specific"
"TRDC",1,1,0.522328531538601,0.522328531538601,0.522328531538601,0.522328531538601,0.00176092396578486,0.00176092396578486,"Cell-type-specific"
"DDX6",1,1,0.520667537048289,0.520667537048289,0.520667537048289,0.520667537048289,0.0000182861518319783,0.0000182861518319783,"Cell-type-specific"
"NDUFA8",1,1,-0.520286729389711,-0.520286729389711,0.520286729389711,0.520286729389711,0.0058006277847414,0.0058006277847414,"Cell-type-specific"
"SNX17",1,1,-0.5194612841368,-0.5194612841368,0.5194612841368,0.5194612841368,0.036056143803665,0.036056143803665,"Cell-type-specific"
"NUP214",1,1,-0.51680666392656,-0.51680666392656,0.51680666392656,0.51680666392656,0.000137932058862687,0.000137932058862687,"Cell-type-specific"
"ACAP1",1,1,-0.516429726443193,-0.516429726443193,0.516429726443193,0.516429726443193,0.000409600104332016,0.000409600104332016,"Cell-type-specific"
"IFT57",1,1,-0.516065041729962,-0.516065041729962,0.516065041729962,0.516065041729962,0.000859954456248832,0.000859954456248832,"Cell-type-specific"
"IL6R",1,1,-0.515694804758864,-0.515694804758864,0.515694804758864,0.515694804758864,0.0000107441256724516,0.0000107441256724516,"Cell-type-specific"
"PREX1",1,1,-0.513327831191295,-0.513327831191295,0.513327831191295,0.513327831191295,0.0353282269680694,0.0353282269680694,"Cell-type-specific"
"STX7",1,1,-0.512155092475916,-0.512155092475916,0.512155092475916,0.512155092475916,0.000000475231781504108,0.000000475231781504108,"Cell-type-specific"
"VAV1",1,1,-0.511859325013719,-0.511859325013719,0.511859325013719,0.511859325013719,0.0318594860877326,0.0318594860877326,"Cell-type-specific"
"PSMB8",1,1,-0.510245001040799,-0.510245001040799,0.510245001040799,0.510245001040799,0.000178604863654431,0.000178604863654431,"Cell-type-specific"
"NIPBL",1,1,-0.509137601650656,-0.509137601650656,0.509137601650656,0.509137601650656,0.0000000737268579560371,0.0000000737268579560371,"Cell-type-specific"
"IRF2",1,1,-0.507598003189809,-0.507598003189809,0.507598003189809,0.507598003189809,0.0088432581894075,0.0088432581894075,"Cell-type-specific"
"SF3B1",1,1,-0.502995249466683,-0.502995249466683,0.502995249466683,0.502995249466683,0.009142444405832,0.009142444405832,"Cell-type-specific"
"CSK",1,1,-0.500286523685174,-0.500286523685174,0.500286523685174,0.500286523685174,0.00390618954287245,0.00390618954287245,"Cell-type-specific"
