"Gene","CellType_Frequency","Comparison_Frequency","Mean_Log2FC","Median_Log2FC","Mean_Abs_Log2FC","Max_Abs_Log2FC","Min_Adjusted_P","Median_Adjusted_P","Category","Safe_Min_P","Significance_Strength","Signature_Score"
"FKBP5",9,3,-1.06888538208317,-1.14727170564424,1.41180761020086,2.57260902236547,0.00000000000000000000000000000000000000000000000000000000634309470103281,0.000000000000000347159633244036,"Highly recurrent (5+)",0.00000000000000000000000000000000000000000000000000000000634309470103281,56.1976988046314,2142.18914890017
"AREG",6,3,-0.450730963444486,-1.1576024037452,1.6873349387723,2.49363174469353,0.0000000000000000000000000000000000000000000000217111239465205,0.0000000000843301430394902,"Highly recurrent (5+)",0.0000000000000000000000000000000000000000000000217111239465205,46.6633176933057,1417.25963345304
"RPS26",8,2,1.15121263543726,1.21430680281263,1.15121263543726,1.97688728354169,0.000000000000000000000000000000000000000000000000000000000000000000000000017116891371647,0.000000000000000000000000000000693480165331432,"Highly recurrent (5+)",0.000000000000000000000000000000000000000000000000000000000000000000000000017116891371647,73.7665751054723,1358.73621334962
"FOSB",5,2,-1.58482070723661,-2.6440911502486,3.29475526734159,6.14574021499246,0.0000000000000000000000000000000000000385001737996695,0.00000436887984313423,"Highly recurrent (5+)",0.0000000000000000000000000000000000000385001737996695,37.4145373099703,1232.71743877173
"IFI44L",6,2,3.48756940321037,2.7986093512884,3.48756940321037,7.33662356113122,0.000000000000000000000000000064235592856381,0.000000000861952618437103,"Highly recurrent (5+)",0.000000000000000000000000000064235592856381,28.1922242632433,1179.86806498719
"ZBTB16",7,2,-2.11699661202973,-2.10131732494514,2.11699661202973,3.47737912862193,0.00000000000000000000000000000000000019020362682923,0.000000647607029996655,"Highly recurrent (5+)",0.00000000000000000000000000000000000019020362682923,36.720781206132,1088.32877166253
"RSAD2",2,2,4.59787909211239,3.65688223880171,4.59787909211239,8.50605515956904,0.0000000000000000000000000000000000000479993436804615,0.000000000000000000000000615504729431322,"Shared across 2 cell types",0.0000000000000000000000000000000000000479993436804615,37.3187647009141,686.348671847179
"MX1",4,2,2.53331894165051,1.6591885896109,2.53331894165051,4.2009564229098,0.000000000000000000000000000285619423578037,0.0000000000000105800734348451,"Moderately recurrent (3-4)",0.000000000000000000000000000285619423578037,27.544212261651,558.226197242262
"TXNIP",7,2,-0.292448914571805,-0.573926435168723,0.675052264597908,0.929230491475598,0.00000000000000000000000000000000000000000000000000000000235144044391956,0.0000000000000000000242915007652317,"Highly recurrent (5+)",0.00000000000000000000000000000000000000000000000000000000235144044391956,56.628666016367,535.1823292971
"IL1R2",3,2,-1.89924837368473,-1.40412089872301,1.89924837368473,3.65824062453353,0.0000000000000000000000000000000000000000498388802803064,0.0000000299750623571494,"Moderately recurrent (3-4)",0.0000000000000000000000000000000000000000498388802803064,40.3024317234425,459.26596743773
"FOS",4,2,-1.58876408259777,-3.12854717833595,2.77736596126263,4.62464417948302,0.0000000000000000000343682410411232,0.00000000227010481335971,"Moderately recurrent (3-4)",0.0000000000000000000343682410411232,19.4638426943883,432.465713398115
"TSC22D3",5,2,-0.925894389293677,-0.875107628505609,0.925894389293677,1.33383760705493,0.00000000000000000000000000000000000000000000300443245809301,0.000000000000000000317599033557077,"Highly recurrent (5+)",0.00000000000000000000000000000000000000000000300443245809301,44.5222375548084,412.228899507973
"ZFP36L2",5,3,-0.526926055617611,-0.754274800364457,0.841697170810245,0.954749327009958,0.000000000000000000000000000000122634559006896,0.0000000000000000459250036980917,"Highly recurrent (5+)",0.000000000000000000000000000000122634559006896,30.9113871263019,390.270406350428
"AC020916.1",3,2,-0.752750360657232,-2.37238855794672,3.28096158319139,4.47520893024785,0.000000000000000000584773872744152,0.000000000024433958197615,"Moderately recurrent (3-4)",0.000000000000000000584773872744152,18.2330120395668,358.930872286109
"XAF1",4,2,1.99622511166035,1.40094921169982,1.99622511166035,4.29217093406629,0.00000000000000000000011332691431723,0.00000000231868730016006,"Moderately recurrent (3-4)",0.00000000000000000000011332691431723,21.9456669361088,350.467931439957
"MTRNR2L1",7,3,-1.37176346748005,-1.29279605522223,1.37176346748005,2.462117920412,0.00000000000730467449215235,0.0000458299405591312,"Highly recurrent (5+)",0.00000000000730467449215235,11.1363991321474,320.806615263884
"ISG15",4,2,1.85703965302067,1.21406040391829,1.85703965302067,4.35607483393896,0.000000000000000000000647096823040219,0.000000165511590290237,"Moderately recurrent (3-4)",0.000000000000000000000647096823040219,21.1890307323668,314.790962232629
"HBB",7,1,-0.587286599873103,-0.78190222230122,1.01780158968297,1.50680246433454,0.0000000000000000000000000000000000000000823971234519952,0.0000000000522884775589849,"Highly recurrent (5+)",0.0000000000000000000000000000000000000000823971234519952,40.0840879495982,285.583539052651
"IFIT3",2,2,2.34504711744176,2.11759893267052,2.34504711744176,3.90441070882333,0.0000000000000000000000000000245427788324472,0.0000000202621764613226,"Shared across 2 cell types",0.0000000000000000000000000000245427788324472,28.6100762662515,268.367907511847
"IRS2",5,3,-0.30843676553643,-0.96037690312856,1.16261957606903,1.36191870375631,0.000000000000000496311847262646,0.000000000210367909744039,"Highly recurrent (5+)",0.000000000000000496311847262646,15.3042453578082,266.895228749269
"HERC5",2,2,2.3562706079719,1.43989110571505,2.3562706079719,4.75052230342948,0.000000000000000000000000000890795876927089,0.0000000000000507101174727256,"Shared across 2 cell types",0.000000000000000000000000000890795876927089,27.0502218017772,254.950570282593
"SLA",4,2,-1.01011073744512,-0.941695291566392,1.01011073744512,1.47275972139124,0.000000000000000000000000000000091413931310099,0.0000000757923117948049,"Moderately recurrent (3-4)",0.000000000000000000000000000000091413931310099,31.0389876135654,250.822517343107
"JUND",5,3,0.741827321812001,0.620579894542697,0.741827321812001,1.05477384203963,0.000000000000000000000343229040790627,0.00000000120865644045113,"Highly recurrent (5+)",0.000000000000000000000343229040790627,21.4644159733829,238.843353236901
"TNFAIP3",5,3,-0.255976202279671,-0.537286150570735,0.96722689104751,1.48391036387635,0.000000000000000239822830914635,0.000000000108195579052963,"Highly recurrent (5+)",0.000000000000000239822830914635,15.6201094748307,226.622848877434
"JUN",4,2,-1.82632387085248,-2.76340151719284,2.5901550364679,3.28134606945013,0.0000000000301718286391352,0.00000123799011867084,"Moderately recurrent (3-4)",0.0000000000301718286391352,10.5203983675241,217.995702538329
"ZNF331",3,3,0.631480554019976,1.52017215253358,1.66408368754146,2.25613736655679,0.00000000000000574762220302282,0.0000501923862338896,"Moderately recurrent (3-4)",0.00000000000000574762220302282,14.2405117862119,213.276630291094
"METRNL",3,3,-0.049060027250907,-0.677602558647115,1.11687166994693,1.51655682813438,0.00000000000000000000513951366508252,0.00000000000023833427836532,"Moderately recurrent (3-4)",0.00000000000000000000513951366508252,20.2890779748887,203.942667595477
"IFI44",4,2,2.70001304787663,1.8991632286203,2.70001304787663,4.5348786010165,0.00000000123263834309352,0.00000290345956524518,"Moderately recurrent (3-4)",0.00000000123263834309352,8.90916432700374,192.438879428697
"SAP30",2,1,-2.29723985378096,-2.29723985378096,2.29723985378096,2.51618362763142,0.00000000000000000000000000000000000000000510778843762495,0.0000000000000000000000000000000040599096876783,"Shared across 2 cell types",0.00000000000000000000000000000000000000000510778843762495,41.2917670993246,189.714186027219
"SRGAP1",2,1,-3.22576477512353,-3.22576477512353,3.22576477512353,3.54438964014294,0.00000000000000000000000000153433480435543,0.0000000000000344605971153482,"Shared across 2 cell types",0.00000000000000000000000000153433480435543,26.8140798634517,172.991828601743
"PPP1R15A",4,2,-0.427499695353446,-1.28375920643991,1.93513899663233,2.94094778284452,0.00000000000669600023483929,0.0000196847497403518,"Moderately recurrent (3-4)",0.00000000000669600023483929,11.1741845397834,172.988802068008
"IFI6",3,2,1.91722049679802,1.54825994998338,1.91722049679802,3.37146730189039,0.00000000000000162404383566174,0.0000217983038862949,"Moderately recurrent (3-4)",0.00000000000000162404383566174,14.7894022526016,170.127270804471
"IFIT1",1,2,3.41655443007259,3.41655443007259,3.41655443007259,5.12520620724922,0.000000000000000000000000487477534501793,0.0000000000000000612546499349543,"Cell-type-specific",0.000000000000000000000000487477534501793,24.312045394051,166.126852790342
"IGHA1",2,1,-3.62867091014934,-3.62867091014934,3.62867091014934,5.38094886625987,0.0000000000000000000000333617884583976,0.00000253644770853868,"Shared across 2 cell types",0.0000000000000000000000333617884583976,22.4767506757563,163.121462663593
"SAMSN1",3,3,-0.476786730703727,-0.884432483849124,1.01405214120933,1.21281277612787,0.0000000000000000303224229899026,0.00137437172093175,"Moderately recurrent (3-4)",0.0000000000000000303224229899026,16.5182360982544,150.753174159925
"CXCR4",4,1,-0.970526099185958,-1.01968641678412,0.970526099185958,1.22150316995722,0.000000000000000000000000000000000000142630338831021,0.000000000000000000000988159612338831,"Moderately recurrent (3-4)",0.000000000000000000000000000000000000142630338831021,36.8457880860867,143.039195930489
"EIF2AK2",4,2,1.44425855178957,1.22175081096654,1.44425855178957,2.73149974472057,0.000000000000858835905976612,0.00000452534987929312,"Moderately recurrent (3-4)",0.000000000000858835905976612,12.0660898069913,139.412427123265
"MYADM",3,2,-0.291499750332043,-0.783288302661414,1.87794245240031,2.55698171769847,0.00000000000103934370244202,0.000330030668325298,"Moderately recurrent (3-4)",0.00000000000103934370244202,11.9832408110661,135.023019818622
"IFIT2",1,2,2.60768000701492,2.60768000701492,2.60768000701492,3.88302561126687,0.0000000000000000000000000996647965045848,0.00000000875824732047595,"Cell-type-specific",0.0000000000000000000000000996647965045848,25.0014582156463,130.39160547032
"SOCS1",4,2,-1.1875190110268,-1.19667867036749,1.1875190110268,1.8828213716395,0.000000000000029069308496773,0.000000650547684729286,"Moderately recurrent (3-4)",0.000000000000029069308496773,13.5365652991414,128.599429093889
"LY6E",2,2,2.42727262302079,1.88230311300698,2.42727262302079,3.94723879691605,0.0000000000000761351023662372,0.000000000000860342992995738,"Shared across 2 cell types",0.0000000000000761351023662372,13.1184150640035,127.367878969117
"DDIT4",6,1,-1.06598241651624,-0.949308083141021,1.06598241651624,1.69391317800434,0.000000000000000000232869771331301,0.00000000169611082572868,"Highly recurrent (5+)",0.000000000000000000232869771331301,18.6328868832818,119.173978719087
"ATF3",2,2,1.03795510436685,2.5093142119692,2.73598058815431,3.15158932681253,0.0000000000217696718228827,0.00000000279581375101631,"Shared across 2 cell types",0.0000000000217696718228827,10.6621481178852,116.68572111424
"CMPK2",2,2,4.2880522039358,1.90888806100343,4.2880522039358,9.06352077977209,0.000000231870197345733,0.00000371281194325681,"Shared across 2 cell types",0.000000231870197345733,6.63475506835235,113.80070437369
"EPSTI1",4,2,0.877546073447819,1.23711457431297,1.63234527307877,3.38413865363917,0.00000000210010493950864,0.0000000849278697842976,"Moderately recurrent (3-4)",0.00000000210010493950864,8.67775900359424,113.32079112347
"NR4A2",4,2,0.523268590609515,1.66186228773693,2.02048573297686,2.8107819507816,0.000000221759079178092,0.0000134495262565326,"Moderately recurrent (3-4)",0.000000221759079178092,6.6541185904084,107.55641341965
"OAS3",2,2,2.78228300109964,1.79606471983137,2.78228300109964,5.05632072446991,0.00000000031384407309537,0.0000000291892462323438,"Shared across 2 cell types",0.00000000031384407309537,9.50328606853081,105.763325132241
"TIPARP",3,2,-0.306708145437736,-1.38727361540048,1.95345321969064,2.31708343890762,0.00000000119205998523787,0.000195421179281026,"Moderately recurrent (3-4)",0.00000000119205998523787,8.92370189006362,104.592205132225
"MYL4",1,2,5.07134215957786,5.07134215957786,5.07134215957786,6.38429876505954,0.000000000256267704369682,0.00566920904690885,"Cell-type-specific",0.000000000256267704369682,9.59130612147002,97.2815901984561
"CCL3L1",1,2,2.19272772566281,2.19272772566281,2.19272772566281,2.51711881406348,0.000000000000000000000146843440182853,0.00000000000000000965622697094109,"Cell-type-specific",0.000000000000000000000146843440182853,21.8331454495908,95.7482867314932
"PLEK",3,3,-0.073045194155655,-0.0985583660272175,0.682661289232481,0.756462484274038,0.0000000000000273228668142176,0.0000609451927494927,"Moderately recurrent (3-4)",0.0000000000000273228668142176,13.5634737348486,83.333326196724
"TMEM176B",2,2,-0.750155186389731,-1.21022388330873,1.10217695706104,1.56827433186743,0.000000000000000000143161900429892,0.0000399139681427072,"Shared across 2 cell types",0.000000000000000000143161900429892,18.844172545119,83.0784510164501
"GIMAP4",4,2,-0.64859518880794,-0.584079438228555,0.64859518880794,0.89278335992327,0.000000000000000100660647426361,0.00000000741774596151338,"Moderately recurrent (3-4)",0.000000000000000100660647426361,15.9971402806467,83.0053457657051
"IRAK3",3,2,-1.00846164893402,-0.82964415015485,1.00846164893402,1.64050692405853,0.0000000000000463107690137045,0.00255663405728996,"Moderately recurrent (3-4)",0.0000000000000463107690137045,13.3343180072671,80.6828899501152
"HLA-DRB5",2,2,-0.829899731546172,-0.829899731546172,0.829899731546172,0.835518871821763,0.000000000000000000000000933101629747103,0.00480674433943864,"Shared across 2 cell types",0.000000000000000000000000933101629747103,24.0300710520363,79.7701980604814
"PDK4",2,2,-1.80239708902094,-2.00975395986722,1.80239708902094,2.33926360875188,0.0000000000516830427458059,0.00000000095424146688961,"Shared across 2 cell types",0.0000000000516830427458059,10.286651925957,74.1625259484662
"TAGAP",4,3,-0.100933113925332,-0.697905150092262,0.84748134321605,1.08246623530705,0.0000000746385948857712,0.000200021713884087,"Moderately recurrent (3-4)",0.0000000746385948857712,7.12703654502656,72.4803660519478
"ADAMTS2",1,1,-5.41451874608196,-5.41451874608196,5.41451874608196,5.41451874608196,0.0000000000000733818828417343,0.0000000000000733818828417343,"Cell-type-specific",0.0000000000000733818828417343,13.1344111492538,71.1165153863824
"CSRNP1",3,2,0.57279328476962,1.63915502725561,1.71595467797519,2.17547668942743,0.00000015378130314934,0.000374808765721094,"Moderately recurrent (3-4)",0.00000015378130314934,6.8130964631865,70.1457884850065
"PHC2",2,2,-1.18039802993482,-1.18039802993482,1.18039802993482,1.54450760197829,0.00000000000000161350554532028,0.00109747102428642,"Shared across 2 cell types",0.00000000000000161350554532028,14.7922295376677,69.8428744184265
"MT-ND3",2,1,-0.021775147583044,-0.021775147583044,0.630478631290464,0.652253778873508,0.0000000000000000000000000000000000000000000000000000000628663550071273,0.0000137022028558718,"Shared across 2 cell types",0.0000000000000000000000000000000000000000000000000000000628663550071273,55.201581719325,69.6068353749375
"SMAP2",3,2,-0.703749829010377,-0.746325858434204,0.703749829010377,0.848552782752252,0.000000000000000173717509876733,0.00000000000436038703846593,"Moderately recurrent (3-4)",0.000000000000000173717509876733,15.7601564045835,66.5472442494146
"MIDN",2,2,-1.42221065496332,-1.42221065496332,1.42221065496332,2.09533052870504,0.0000000000024329897678452,0.00431472132059486,"Shared across 2 cell types",0.0000000000024329897678452,11.6138597175294,66.0694201420785
"KLF6",3,3,-0.478220572347804,-0.787632658396592,1.09632132572646,1.6501562902481,0.000000223590057603263,0.00000623769516555295,"Moderately recurrent (3-4)",0.000000223590057603263,6.65054751216326,65.6202335880747
"MT2A",3,2,0.938015298483932,1.07490429481878,1.47703278992936,2.68028758718902,0.0000000821980564720249,0.00135032765813146,"Moderately recurrent (3-4)",0.0000000821980564720249,7.08513845099345,62.7898908798399
"OAS2",3,2,1.84376585011994,1.58719816742886,1.84376585011994,3.12902830805559,0.00000218108218935339,0.0000847852150214835,"Moderately recurrent (3-4)",0.00000218108218935339,5.66132796866701,62.6289790497426
"NFKBIA",3,3,0.0467963221820504,0.546597099651062,0.90674229348077,1.43812366584004,0.0000000431516801939305,0.000499977379025329,"Moderately recurrent (3-4)",0.0000000431516801939305,7.36500228952592,60.1034316074627
"PRDM1",3,1,-1.07098485320101,-0.956628029378292,1.07098485320101,1.6472366105713,0.000000000000000000535339123225746,0.000000581409844112391,"Moderately recurrent (3-4)",0.000000000000000000535339123225746,18.2713710166947,58.7050848182879
"CREM",1,3,0.562450951861173,1.49660498794677,1.54385456650968,1.66285328960951,0.000000000000367856698713274,0.00000000000652699500218439,"Cell-type-specific",0.000000000000367856698713274,12.4343213309964,57.5903513049227
"HBA2",4,1,-1.23194140584295,-1.17621269981217,1.23194140584295,1.80204569005056,0.00000000000969477140141126,0.000000998220843412901,"Moderately recurrent (3-4)",0.00000000000969477140141126,11.0134624269438,54.2717615417906
"S100A11",2,2,-0.780708383033768,-0.753998842292167,0.780708383033768,0.886408128473876,0.00000000000000000968406639826751,0.00000000000105785321514732,"Shared across 2 cell types",0.00000000000000000968406639826751,17.0139422415039,53.1317093455778
"LTB",2,2,0.718954741627299,0.718954741627299,0.718954741627299,0.908574001937011,0.000000000000000000552363537627056,0.00375733638333103,"Shared across 2 cell types",0.000000000000000000552363537627056,18.2577749975989,52.5060556243522
"CD163",2,1,-1.46596628835302,-1.46596628835302,1.46596628835302,1.71534279382973,0.00000000000000000131962425531636,0.0000000384205949974973,"Shared across 2 cell types",0.00000000000000000131962425531636,17.8795497105159,52.4216342530964
"LGALS1",2,2,-1.08111829926606,-1.08111829926606,1.08111829926606,1.44809994625207,0.00000000000115772731209551,0.00357306080968881,"Shared across 2 cell types",0.00000000000115772731209551,11.9363937210905,51.618614716462
"PF4",4,2,0.440487651870837,1.03444934037166,1.11881331457325,1.35665132540482,0.00000249833973881308,0.00808587960343068,"Moderately recurrent (3-4)",0.00000249833973881308,5.60234850404866,50.1438567936733
"ASPH",2,1,-1.72349113131864,-1.72349113131864,1.72349113131864,2.31115743895241,0.0000000000000115650524034922,0.00153855705795858,"Shared across 2 cell types",0.0000000000000115650524034922,13.9368523950165,48.0400830026158
"LMNA",2,2,-0.976250752030635,-0.848958467429815,1.58015025449882,2.98564304236436,0.0000000335200945604146,0.00000274345982335718,"Shared across 2 cell types",0.0000000335200945604146,7.47469476489235,47.2445633401824
"SRSF5",2,1,-0.622185277464444,-0.622185277464444,0.622185277464444,0.633815067749883,0.0000000000000000000000000000000000000387437498760564,0.00000000000000000000000000176396448179668,"Shared across 2 cell types",0.0000000000000000000000000000000000000387437498760564,37.4117983476937,46.5541402708072
"MAFF",2,2,-0.42008101239694,-0.42008101239694,2.02391908394752,2.44400009634446,0.00000207251544370774,0.0112287901360789,"Shared across 2 cell types",0.00000207251544370774,5.68350222454509,46.01179446366
"IFNGR1",4,3,-0.369663832498133,-0.566988316399662,0.748798757062282,0.954793177926355,0.00000761058152028676,0.00214289434351832,"Moderately recurrent (3-4)",0.00000761058152028676,5.11858215776257,45.9934554918455
"CDKN1A",2,2,0.190962714508543,0.167839896109845,1.71872997048503,2.36207196763858,0.000000242381642375189,0.0000213592599465597,"Shared across 2 cell types",0.000000242381642375189,6.6155002760778,45.4810343769876
"ARL4A",2,1,-1.25654272221619,-1.25654272221619,1.25654272221619,1.68079118565193,0.0000000000000000013934092460678,0.000335354443832275,"Shared across 2 cell types",0.0000000000000000013934092460678,17.8559213119995,44.8734559461157
"DUSP1",3,1,-1.48909855711845,-1.8265217919827,1.48909855711845,1.83760515590985,0.000000000100447591219649,0.000000024423623470293,"Moderately recurrent (3-4)",0.000000000100447591219649,9.99806047337624,44.6642922746628
"MX2",3,1,1.88030930509843,1.23582300795358,1.88030930509843,3.50183583150194,0.0000000159762484822277,0.00000533725818074573,"Moderately recurrent (3-4)",0.0000000159762484822277,7.79652519340393,43.9796366057753
"DYNLL1",4,1,-0.679664602732597,-0.662394195497963,0.679664602732597,0.891986295100542,0.000000000000000186448041782673,0.0000460278035626647,"Moderately recurrent (3-4)",0.000000000000000186448041782673,15.7294421735655,42.7629802644069
"DNAJA1",3,2,-0.280484949540133,-0.505944444885165,0.626166169137238,0.854032233130892,0.0000000000094065068791313,0.000163019495885438,"Moderately recurrent (3-4)",0.0000000000094065068791313,11.0265716225622,41.4267966697031
"RGS1",2,1,-2.29894037997548,-2.29894037997548,2.29894037997548,2.55088061619002,0.00000000100226244772354,0.0000118787646985014,"Shared across 2 cell types",0.00000000100226244772354,8.99901854126943,41.3764142093446
"SH3BP5",3,2,-0.893706774347893,-0.74123827272643,0.893706774347893,1.26383563004236,0.0000000230446744177975,0.00050095492914614,"Moderately recurrent (3-4)",0.0000000230446744177975,7.63742942334127,40.9537344854641
"CD83",1,2,0.872512820903949,0.872512820903949,0.872512820903949,0.979742384406787,0.00000000000000000000000556972042820951,0.00000000000000378139522709035,"Cell-type-specific",0.00000000000000000000000556972042820951,23.2541666036652,40.5791170022688
"PELI1",3,2,0.311242773760668,0.731574033865742,0.86237393684006,1.02885103203535,0.0000000401210293572816,0.0000781389020105768,"Moderately recurrent (3-4)",0.0000000401210293572816,7.39662793311791,38.2719549001443
"IFIT5",1,2,2.55036951852644,2.55036951852644,2.55036951852644,3.76856904890702,0.0000000791136663915375,0.000040341826743994,"Cell-type-specific",0.0000000791136663915375,7.1017484883637,36.224165745928
"WEE1",1,1,-2.21432622540732,-2.21432622540732,2.21432622540732,2.21432622540732,0.00000000000000017895917866084,0.00000000000000017895917866084,"Cell-type-specific",0.00000000000000017895917866084,15.747246022116,34.8695398447125
"IL18R1",1,1,-2.27373322999972,-2.27373322999972,2.27373322999972,2.27373322999972,0.00000000000000165311370774747,0.00000000000000165311370774747,"Cell-type-specific",0.00000000000000165311370774747,14.7816972728963,33.6096362851805
"PIK3IP1",2,2,-0.728246160478515,-0.728246160478515,0.728246160478515,0.920671742775688,0.00000000000830239719347223,0.00000000114720417924329,"Shared across 2 cell types",0.00000000000830239719347223,11.0807964934573,32.2781900056162
"ID1",1,2,-0.28164540906435,-0.28164540906435,2.52748804348437,2.80913345254872,0.000000628504885649984,0.0226510105980824,"Cell-type-specific",0.000000628504885649984,6.20169134199937,31.3494014325679
