"Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","CellType","Comparison","Direction"
"MTRNR2L1",0.00000000121215587096435,-0.774193966856075,0.136,0.274,0.0000443661170331661,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"C16orf54",0.00000000123303967744743,-1.14013897511097,0.105,0.221,0.0000451304852342535,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"ELL2",0.00000000143116804418256,-1.61279995466878,0.054,0.15,0.000052382181585126,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"KLF10",0.00000000177370369841517,-1.47826839140757,0.059,0.156,0.0000649193290656937,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"VOPP1",0.00000000197318859231958,-0.741149793485753,0.19,0.34,0.0000722206756674891,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TUBB6",0.00000000220391775324908,-1.82240135029275,0.026,0.101,0.0000806655936866696,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"PTPN18",0.00000000273341078904258,-0.945160048057404,0.137,0.266,0.000100045568289747,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TOR3A",0.00000000321218112802469,-0.907634938160281,0.091,0.205,0.000117569041466832,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"ANXA2",0.00000000410629863364423,-0.666488048269804,0.177,0.314,0.000150294636290012,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"VASP",0.00000000436791563717449,-0.644545579858408,0.265,0.422,0.000159870080236224,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TMEM238",0.00000000700371347956967,-0.857793932307059,0.115,0.232,0.000256342917065729,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"RILPL2",0.0000000100643082020884,-0.71491183797178,0.127,0.251,0.000368363744504637,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"CRIP2",0.0000000109118677596352,-1.88962876162029,0.058,0.147,0.000399385271870406,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"SAMSN1",0.0000000119320731048553,-1.08167345816501,0.085,0.19,0.000436725807710809,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"SRGN",0.0000000121157704315659,-1.10040447898922,0.204,0.332,0.000443449313565742,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"CASP8",0.0000000142268992973809,-0.77814815374058,0.137,0.262,0.000520718741183438,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"MARCKS",0.0000000156445116566513,-0.506084309814384,0.429,0.581,0.000572604771145095,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"ARL4A",0.0000000183248787646389,-0.832294258780447,0.203,0.337,0.000670708887664548,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"IFT57",0.0000000234953814444641,-0.516065041729962,0.379,0.546,0.000859954456248832,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"FAM102A",0.0000000240411914720224,-1.04175260193592,0.115,0.225,0.000879931649067492,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"SNHG16",0.000000025004363235325,-0.634359987235953,0.225,0.374,0.00091518469877613,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"RTN4",0.0000000318611744563966,-0.695248038314179,0.174,0.308,0.00116615084627857,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"SMARCB1",0.000000036179824521147,-0.590133086049087,0.307,0.454,0.0013242177572985,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"PLP2",0.0000000438652685975484,-0.52117966524509,0.352,0.509,0.00160551269593887,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"GPR183",0.0000000480342772321701,-0.54767159471746,0.339,0.493,0.00175810258097466,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"CSGALNACT1",0.0000000567469830025696,-0.997641286592696,0.094,0.196,0.00207699632487705,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"CD27",0.0000000575916726678259,-0.862441922479064,0.106,0.213,0.0021079128113151,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TLE3",0.0000000704852155728991,-0.891150427587054,0.091,0.193,0.00257982937518368,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"IGHG4",0.0000000900706901177498,-2.56623044912162,0.063,0.15,0.00329667732899976,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"BHLHE41",0.0000000990749875941506,-1.26470745358124,0.042,0.118,0.00362624362093351,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"SH3GLB2",0.000000104980574719949,-0.9196345834705,0.089,0.188,0.00384239401532484,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"S100A4",0.00000013027869462773,-0.74304142816182,0.388,0.507,0.00476833050206954,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"CCDC107",0.000000136407397948156,-0.6497098833499,0.133,0.25,0.00499264717230045,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"GSPT1",0.000000156738632555,-0.667662831761945,0.159,0.28,0.00573679069014556,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"RAD50",0.000000173006180874573,-0.741103281539516,0.116,0.222,0.00633219922619025,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"NUP210",0.000000179315325922665,-0.841165398882591,0.104,0.206,0.00656312024409548,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"ELOA",0.000000231216663237837,-0.906171825519867,0.132,0.238,0.00846276109116807,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TUBB",0.000000241286677937891,-0.768875284009626,0.166,0.285,0.00883133369920474,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"ITGB2",0.00000025326504963411,-0.624119587677746,0.232,0.366,0.00926975408165804,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"ATP1B3",0.000000268383386937089,-0.944900000861288,0.115,0.217,0.00982310034528439,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"OSBPL10",0.000000273783833335385,-0.556302156552301,0.218,0.349,0.0100207620839084,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"HAGHL",0.00000028556349130406,-1.28085718260147,0.053,0.13,0.0104519093452199,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"POU2AF1",0.000000333546881791917,-0.538995710068916,0.256,0.398,0.012208149420466,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"HSPD1",0.000000349116336583486,-0.571936124509598,0.216,0.346,0.0127780070352922,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"DOCK10",0.00000036654305643594,-0.620893652444926,0.129,0.238,0.0134158424086118,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"AL121944.1",0.000000390169366943111,-0.961571463315954,0.08,0.171,0.0142805889994848,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TIPARP",0.000000403690831550174,-1.38727361540048,0.041,0.111,0.0147754881255679,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"AC044849.1",0.000000418985936589594,-1.126475303713,0.069,0.153,0.0153353042651157,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TXNDC5",0.000000424420192516619,-0.561535868043821,0.152,0.259,0.0155342034663008,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TXN",0.000000437890207595003,-0.635551278767526,0.215,0.338,0.0160272194881847,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"NUFIP2",0.000000452453687565941,-0.573555959660299,0.203,0.332,0.016560257418601,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TFEB",0.000000465784534950687,-0.894533061452623,0.121,0.222,0.0170481797637301,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"CRYBG1",0.000000468058300121632,-0.67127550889103,0.129,0.238,0.0171314018427519,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"SYNRG",0.000000521419411247886,-0.576466054777403,0.195,0.324,0.0190844718710839,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"CSRNP1",0.000000568279140076206,-1.2444247183684,0.082,0.167,0.0207995848059292,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TKT",0.000000569303100212339,-0.524702569383347,0.293,0.432,0.0208370627708718,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"GLRX",0.000000601508997807747,-0.808362031495055,0.119,0.219,0.0220158308287613,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"CBFA2T3",0.000000609554026471931,-1.07449471630117,0.075,0.161,0.0223102869228992,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"ZNF331",0.000000693830210523474,-1.3611540701549,0.116,0.213,0.0253948795353697,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"XRRA1",0.000000727006839897118,-0.897840671233612,0.075,0.163,0.0266091773470744,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"PPP4C",0.000000989091543567229,-0.541028284781999,0.193,0.319,0.0362017395861041,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"TP53INP1",0.00000113551823608557,-0.635974322332837,0.368,0.501,0.0415611029589679,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"ARL2",0.00000120514946764269,-0.977226297808545,0.091,0.179,0.0441096756651901,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"MPHOSPH9",0.00000127893834530006,-0.930910424882221,0.049,0.121,0.0468104223763276,"B cells","Healthy_vs_SNMG_Pre","Downregulated"
"FKBP5",0.000000000122364299607742,-1.89409031998492,0.147,0.327,0.00000447865572994295,"Basophils","Healthy_vs_SNMG_Pre","Downregulated"
"ZBTB16",0.000000000550769890635462,-2.56829449907208,0.076,0.228,0.0000201587287671486,"Basophils","Healthy_vs_SNMG_Pre","Downregulated"
"MCTP2",0.00000000291832748085199,-1.38160631282578,0.238,0.413,0.000106813704126664,"Basophils","SNMG_Pre_vs_SNMG_Post","Downregulated"
"SYTL3",0.000000019774054094021,-0.869149746523638,0.258,0.432,0.000723750153895263,"Basophils","SNMG_Pre_vs_SNMG_Post","Downregulated"
"PAG1",0.0000000381422508580815,-0.818253650787356,0.586,0.709,0.00139604452365664,"Basophils","SNMG_Pre_vs_SNMG_Post","Downregulated"
"AREG",0.0000000429248978710329,-0.662679497667576,0.527,0.696,0.00157109418697768,"Basophils","SNMG_Pre_vs_SNMG_Post","Downregulated"
"BIRC3",0.000000372352427367317,-0.921666183242932,0.458,0.606,0.0136284711940712,"Basophils","SNMG_Pre_vs_SNMG_Post","Downregulated"
"SAT1",0.000000577194797432899,-0.596606081849552,0.691,0.787,0.0211259067808415,"Basophils","SNMG_Pre_vs_SNMG_Post","Downregulated"
"SRSF5",0.00000000000000000000000000000000000000000105854347903217,-0.633815067749883,0.884,0.97,0.0000000000000000000000000000000000000387437498760564,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"TMBIM6",0.0000000000000596716815254292,-0.561554977616498,0.565,0.722,0.00000000218404321551223,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"GIMAP4",0.000000000000202665117387869,-0.547133593285719,0.556,0.732,0.00000000741774596151338,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"S100A11",0.000000000000974269151492718,-0.70171817833526,0.423,0.588,0.000000035659225213785,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"TAGAP",0.00000000000203925015397861,-0.896273891723458,0.237,0.407,0.0000000746385948857712,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"CISH",0.000000000462280506264054,-1.70213981829466,0.031,0.116,0.0000169199288097706,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"PSMB9",0.000000000967059964437141,-0.519803305313824,0.501,0.658,0.0000353953617583638,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"TRMT112",0.00000000124097074343797,-0.500329710971626,0.443,0.596,0.0000454207701805732,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"EPSTI1",0.00000000163919627823679,-1.1454253196972,0.118,0.235,0.0000599962229797449,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"CDK2AP2",0.00000000180895562817029,-1.08292317809529,0.086,0.195,0.0000662095849466607,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"GBP1",0.0000000020515332152732,-1.30802147475567,0.081,0.186,0.0000750881672122145,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"MTRNR2L1",0.00000000247376079256932,-0.958815157198975,0.09,0.203,0.0000905421187688295,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"CCT5",0.00000000318253474535806,-0.785909784041741,0.199,0.338,0.00011648395421485,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"DNAJA1",0.00000000445396289405859,-0.854032233130892,0.206,0.336,0.000163019495885438,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"PSMB8",0.00000000487978098014893,-0.510245001040799,0.417,0.575,0.000178604863654431,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"ACAP1",0.0000000111909539174344,-0.516429726443193,0.412,0.566,0.000409600104332016,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"TNFSF10",0.0000000119214104193435,-1.05223566598318,0.105,0.213,0.000436335542758391,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"TMEM35B",0.0000000163819420271049,-1.07302412047055,0.108,0.216,0.000599595460134068,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"ICAM2",0.0000000511430046328245,-0.761639862495825,0.197,0.321,0.00187188511256601,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"ORAI1",0.0000000630751127903153,-0.781646901697326,0.163,0.282,0.00230861220323833,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"SUSD3",0.0000000749710932387492,-0.763573991495446,0.203,0.324,0.00274401698363146,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
"SPN",0.00000010564406659854,-0.642251939782998,0.209,0.334,0.00386667848157318,"CD4 T cells","Healthy_vs_AChR_MG","Downregulated"
