"Gene","CellType_Frequency","Comparison_Frequency","Mean_Log2FC","Median_Log2FC","Mean_Abs_Log2FC","Max_Abs_Log2FC","Min_Adjusted_P","Median_Adjusted_P","Category"
"SELL",1,1,0.738749164658275,0.738749164658275,0.738749164658275,0.738749164658275,0.0000000017139886883181,0.0000000017139886883181,"Cell-type-specific"
"FOS",4,2,-1.58876408259777,-3.12854717833595,2.77736596126263,4.62464417948302,0.0000000000000000000343682410411232,0.00000000227010481335971,"Moderately recurrent (3-4)"
"TNFRSF13B",1,1,-1.19143655746348,-1.19143655746348,1.19143655746348,1.19143655746348,0.00000000237662103041091,0.00000000237662103041091,"Cell-type-specific"
"IGHA2",1,1,-2.12385189269378,-2.12385189269378,2.12385189269378,2.12385189269378,0.00000000273820709460061,0.00000000273820709460061,"Cell-type-specific"
"SOCS1",4,2,-1.1875190110268,-1.19667867036749,1.1875190110268,1.8828213716395,0.000000000000029069308496773,0.000000650547684729286,"Moderately recurrent (3-4)"
"HLA-DMA",1,1,0.571774164425128,0.571774164425128,0.571774164425128,0.571774164425128,0.00000000342937731501644,0.00000000342937731501644,"Cell-type-specific"
"IDS",1,1,-1.15422870638766,-1.15422870638766,1.15422870638766,1.15422870638766,0.00000000465616839192343,0.00000000465616839192343,"Cell-type-specific"
"SSPN",1,1,-1.8948214809291,-1.8948214809291,1.8948214809291,1.8948214809291,0.00000000511142271025507,0.00000000511142271025507,"Cell-type-specific"
"HIPK2",1,1,-1.40699202977429,-1.40699202977429,1.40699202977429,1.40699202977429,0.0000000275721318714567,0.0000000275721318714567,"Cell-type-specific"
"LMNA",2,2,-0.976250752030635,-0.848958467429815,1.58015025449882,2.98564304236436,0.0000000335200945604146,0.00000274345982335718,"Shared across 2 cell types"
"BLK",1,1,-0.730082100193888,-0.730082100193888,0.730082100193888,0.730082100193888,0.0000000551975989628182,0.0000000551975989628182,"Cell-type-specific"
