"Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","CellType","Comparison","Direction","Gene_Upper","Target_Group","Significant","Expression_Direction"
"CHRNB1",0.152970216972163,-0.535321507934867,0.161,0.262,1,"Progenitors","Healthy_vs_AChR_MG","Downregulated","CHRNB1","AChR receptor subunit",FALSE,"Not significant by Script 26 thresholds"
